Id,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,YrSold,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_RRAe,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Street_Pave,Utilities_NoSeWa,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandSlope_Mod,LandSlope_Sev,TotalSF,Total_Bathrooms,RemodAge,HouseAge,OverallQualArea,QualityScore,TotalPorch
910,60,1.7935304491330344,2.345707619455971,6,2005,2005,0.0,3,2,3,2,1,,0.0,,0.0,742,2.0295546321742535,4,2.0295546321742535,742,2.1166373757683243,0,0,2,1,3,3,8,7,1,3,2005.0,,2,390,2,2,2,1.5284269505599697,1.4395687003478859,0,2009,174000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,746.0591092643485,2.5,4,4,4476.354655586091,30,1.4395687003478859
911,90,1.6853704905634923,2.3378408966830024,5,1960,1960,1.9303096939764732,2,2,2,2,1,,1.9595065212563594,,0.0,662,2.0805041246987743,2,2.0805041246987743,1169,2.1667350522539133,0,0,2,0,5,2,12,7,0,0,1960.0,,2,480,2,2,2,0.0,0.0,0,2010,154300,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,1173.1610082493976,2.0,50,50,5865.8050412469875,25,0.0
912,20,1.6606403793348095,2.316130029935954,5,1977,1989,0.0,2,2,3,3,3,,1.8378799982871266,,0.0,1072,2.0975251024866655,2,2.0975251024866655,0,2.0975251024866655,0,0,1,1,3,3,5,7,0,0,1978.0,,1,252,2,2,2,1.81792340526738,0.0,0,2009,143500,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,4.195050204973331,1.5,20,32,20.975251024866655,35,0.0
913,30,1.5996388013001024,2.274132197379939,5,1925,1950,0.0,2,2,2,2,1,,1.9733036949652514,,0.0,279,2.034063738526142,2,2.0698492610215222,0,2.0698492610215222,0,0,1,0,3,2,6,6,0,0,1925.0,,1,450,2,2,2,0.0,0.0,0,2006,88000,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,4.103912999547664,1.0,56,81,20.51956499773832,35,2.7452595487219797
914,90,1.68988188256892,2.276620009987137,5,1949,1950,0.0,2,2,2,2,1,,1.8949910974525486,,0.0,717,2.0680965906034654,2,2.0680965906034654,1001,2.152041389360816,0,0,2,0,4,2,8,7,0,0,1949.0,,3,871,2,2,2,0.0,0.0,0,2007,145000,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,1005.136193181207,2.0,57,58,5025.6809659060345,30,0.0
918,20,1.6481203937785114,2.3748339876735645,4,1956,1956,0.0,2,2,2,2,1,,2.0751855210473504,,0.0,75,2.0837308207951946,4,2.093685790010467,0,2.093685790010467,0,0,1,0,3,2,6,7,0,0,1956.0,,1,284,2,2,2,0.0,0.0,0,2009,135000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.177416610805661,1.0,53,53,16.709666443222645,24,0.0
919,60,1.7306622908306295,2.349692916634626,7,1991,1991,0.0,3,2,4,2,2,,1.5875644833216505,,1.0,422,2.080391167386565,4,2.0562670608453133,1215,2.1590539087464657,1,0,2,1,4,3,8,7,1,2,1991.0,,3,833,2,2,2,1.6659050929776016,1.8346098354356497,0,2007,238000,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1219.136658228232,3.5,16,16,8533.956607597624,35,3.6934203546000575
920,20,1.700619000072578,2.332956585519922,6,1958,2002,0.0,4,2,3,2,1,,1.9838922426693084,,1.0,245,2.0890821777470325,4,2.11080512331681,0,2.11080512331681,1,0,1,0,3,2,6,6,1,2,1990.0,,2,601,2,2,2,0.0,1.5996388013001024,0,2008,176500,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.199887301063843,2.0,6,50,25.199323806383056,48,2.5996388013001024
921,60,1.6606403793348095,2.3069215768090405,6,1994,1994,1.7340313214932865,3,3,3,3,1,,2.0416342838490795,,0.0,114,2.058487115516703,4,2.0595810311938556,785,2.1343133755426837,0,1,2,1,3,3,7,7,0,0,1994.0,,2,471,2,2,2,1.9031681972312866,1.700619000072578,0,2007,201000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,789.1180681467106,3.0,13,13,4734.708408880264,30,1.700619000072578
922,90,1.6524030880939045,2.310553646596341,5,1900,2003,0.0,2,2,2,2,1,,2.0781075605693604,,0.0,188,2.0979113692514244,3,2.0979113692514244,928,2.1629398581838375,2,0,2,2,4,2,9,7,0,0,0.0,0.0,0,0,0,0,0,0.0,1.6606403793348095,0,2008,145900,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,932.1958227385029,5.0,5,108,4660.979113692514,35,1.6606403793348095
923,20,1.6466671712706678,2.3257019835196253,6,2005,2006,0.0,3,2,3,2,1,,1.4741440143630178,,0.0,1288,2.1020724819156342,4,2.1020724819156342,0,2.1020724819156342,0,0,2,0,3,3,6,7,1,3,2005.0,,2,397,2,2,2,1.7254630513334037,0.0,0,2006,169990,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,4.2041449638312685,2.0,0,1,25.22486978298761,30,1.0
924,120,1.5957092304038698,2.3014665177998173,6,1993,1994,0.0,3,2,3,2,1,,1.8102520538839093,,1.0,598,2.1259528058380623,4,2.126914898479161,0,2.126914898479161,1,0,2,0,2,3,5,7,1,1,1993.0,,2,533,2,2,2,0.0,1.6579414149579819,0,2008,193000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.252867704317223,3.0,14,15,25.51720622590334,30,1.6579414149579819
925,20,1.6830650011356274,2.3257306118982872,6,1980,1980,1.8021379316915813,2,3,3,2,1,,2.0067835293204093,,1.0,0,2.131880645429383,2,2.131880645429383,0,2.131880645429383,1,0,2,0,3,2,7,7,1,2,1980.0,,2,612,2,2,2,1.9392082175256102,1.7720331658588133,0,2006,207500,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.263761290858766,3.0,26,26,25.582567745152595,36,1.7720331658588133
926,20,1.6853704905634923,2.366103887665437,5,1977,1977,0.0,2,2,3,2,3,,2.03389351856218,,1.0,266,2.082850040397514,2,2.082850040397514,0,2.082850040397514,0,1,2,0,3,4,6,7,0,0,1977.0,,2,540,2,2,2,1.8243068483519838,0.0,0,2008,175000,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4.165700080795028,2.5,31,31,20.828500403975138,30,0.0
927,60,1.712589050021264,2.341099973333842,8,2003,2004,1.9216002545355522,3,2,3,2,1,,0.0,,0.0,1181,2.08876831157091,4,2.094185593117022,1140,2.1716506358652254,0,0,2,1,4,4,10,7,1,3,2003.0,,3,656,2,2,2,1.7323562465403226,1.7254630513334037,0,2007,285000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,1144.182953904688,2.5,3,4,9153.463631237504,40,1.7254630513334037
928,60,1.6853704905634923,2.3224260569203197,7,1968,1968,1.9224558706047865,2,2,2,2,1,,1.9899759740157912,,0.0,280,2.0444661777473803,3,2.0797109996732224,880,2.1506391246569647,0,0,2,1,4,2,9,7,1,3,1968.0,,2,486,2,2,2,0.0,1.5653166550596793,0,2008,176000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,884.1241771774206,2.5,40,40,6188.869240241945,35,1.5653166550596793
930,60,1.6466671712706678,2.3488237145610618,7,1997,1997,1.8955174731725755,2,2,3,2,1,,0.0,,0.0,964,2.0633284326534964,3,2.0670826348753892,1243,2.1648036487085602,0,0,2,1,4,3,8,7,1,2,1997.0,,2,642,2,2,2,0.0,0.0,0,2006,222000,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1247.130411067529,2.5,9,9,8729.912877472703,35,0.0
931,20,1.6684735252826461,2.312210979655464,8,2007,2007,0.0,3,2,3,2,3,,1.3437034446606386,,0.0,1450,2.115167547052863,4,2.115167547052863,0,2.115167547052863,0,0,2,0,3,3,7,7,0,0,2007.0,,3,610,2,2,2,1.7254630513334037,1.372306733580753,0,2009,201000,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.230335094105726,2.0,2,2,33.84268075284581,40,1.372306733580753
932,20,1.6606403793348095,2.3141321263180443,5,1965,1965,0.0,2,2,2,2,1,,1.9207388662156095,,1.0,121,2.0580741557044764,4,2.0580741557044764,0,2.0580741557044764,0,1,1,0,2,2,5,7,0,0,1965.0,,1,429,2,2,2,0.0,0.0,0,2009,117500,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.116148311408953,1.5,44,44,20.580741557044764,30,0.0
934,20,1.6407200993500939,2.307215225397662,7,2004,2004,1.8487473895449305,3,2,3,2,3,,1.3973634811730353,,0.0,1480,2.1179272289544824,4,2.1179272289544824,0,2.1179272289544824,0,0,2,0,3,3,6,7,0,0,2004.0,,2,570,2,2,2,1.8346098354356497,1.5284269505599697,0,2009,190000,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.235854457908965,2.0,5,5,29.650981205362754,35,1.5284269505599697
936,30,1.6034785735048491,2.2690371964494345,4,1926,1953,1.7389471062414084,2,3,1,2,2,,0.0,,0.0,600,2.0012901084703705,3,2.0304354950686165,0,2.0304354950686165,0,0,1,0,1,2,5,7,0,0,1953.0,,2,528,2,2,2,0.0,0.0,0,2006,79900,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.0317256035389875,1.0,53,80,16.12690241415595,20,1.503300998004841
937,20,1.6524030880939045,2.324219892631838,7,2003,2003,0.0,3,2,3,2,1,,2.0446214737746717,,0.0,343,2.088243206541556,4,2.0907411873032014,0,2.0907411873032014,1,0,2,0,2,3,5,7,0,0,2003.0,,2,555,2,2,2,0.0,1.5555453730992024,0,2009,184900,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.1789843938447575,3.0,6,6,29.252890756913303,35,1.5555453730992024
938,60,1.6734888160092363,2.3201699561752416,7,2005,2005,0.0,3,2,3,2,2,,1.9220287795310242,,0.0,772,2.0814036680112404,4,2.0814036680112404,858,2.1502265520950354,0,0,2,1,3,3,8,7,1,3,2005.0,,2,689,2,2,2,0.0,1.5875644833216505,0,2009,253000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,862.1628073360225,2.5,4,4,6035.139651352158,35,1.5875644833216505
939,60,1.6684735252826461,2.3103613129389577,7,2006,2006,0.0,3,2,3,3,2,,1.9659980865692606,,0.0,927,2.1088179050588653,4,2.1088179050588653,571,2.149693692607091,0,0,2,1,3,3,7,7,0,0,2006.0,,3,868,2,2,2,0.0,1.7067206012930416,0,2006,239799,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,575.2176358101177,2.5,0,0,4026.523450670824,35,1.7067206012930416
941,90,1.6144954397020792,2.346094747254534,6,1976,1976,0.0,2,2,2,2,3,,2.0595810311938556,,1.0,396,2.134793284587648,2,2.134793284587648,0,2.134793284587648,0,0,2,0,4,2,8,7,0,0,1976.0,,2,574,2,2,2,1.5504460211620947,0.0,0,2006,150900,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.269586569175296,2.0,30,30,25.617519415051774,30,0.0
942,60,1.6466671712706678,2.310304666134833,7,1999,1999,1.9021737291891518,3,2,3,2,1,,2.0347421241127095,,0.0,220,2.066955244315763,4,2.0707154253715525,1038,2.155354184003961,1,0,2,1,3,3,8,7,1,2,1999.0,,2,390,2,2,2,0.0,0.0,0,2009,214000,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,1042.1376706696874,3.5,10,10,7294.963694687812,35,1.0
